                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    227,                0.43883,                 0.5072,                0.92355,                0.98928,                    0.5,                0.51593,                0.46031,                 0.6418,                 1.1831,                 1.2063,             0.00042375,             0.00042375,             0.00042375
                    228,                0.55382,                0.57919,                 1.0775,                0.99093,                    0.5,                0.51527,                0.46019,                0.62837,                 1.1419,                 1.1559,             0.00041825,             0.00041825,             0.00041825
                    229,                  0.437,                0.51275,                 1.0021,                0.99093,                    0.5,                0.51527,                0.46019,                0.62837,                 1.1419,                 1.1559,             0.00041275,             0.00041275,             0.00041275
                    230,                0.46422,                0.51979,                0.95269,                0.99093,                    0.5,                0.51527,                0.46019,                0.62837,                 1.1419,                 1.1559,             0.00040725,             0.00040725,             0.00040725
                    231,                0.38523,                 0.4263,                0.87873,                0.99093,                    0.5,                0.51527,                0.46019,                0.62837,                 1.1419,                 1.1559,             0.00040175,             0.00040175,             0.00040175
                    232,                0.56088,                0.53723,                 1.0835,                0.98847,                    0.5,                0.51823,                0.47084,                0.62056,                 1.1842,                 1.1457,             0.00039625,             0.00039625,             0.00039625
                    233,                0.44521,                0.51715,                0.93471,                0.98847,                    0.5,                0.51823,                0.47084,                0.62056,                 1.1842,                 1.1457,             0.00039074,             0.00039074,             0.00039074
                    234,                0.49069,                0.53501,                0.99848,                0.98847,                    0.5,                0.51823,                0.47084,                0.62056,                 1.1842,                 1.1457,             0.00038524,             0.00038524,             0.00038524
                    235,                0.38515,                0.44645,                0.88631,                0.98847,                    0.5,                0.51823,                0.47084,                0.62056,                 1.1842,                 1.1457,             0.00037974,             0.00037974,             0.00037974
                    236,                0.44839,                0.49047,                0.92626,                0.98642,                    0.5,                 0.4975,                0.45639,                0.58208,                 1.2357,                 1.1456,             0.00037424,             0.00037424,             0.00037424
                    237,                0.47606,                0.48219,                 0.9484,                0.98642,                    0.5,                 0.4975,                0.45639,                0.58208,                 1.2357,                 1.1456,             0.00036874,             0.00036874,             0.00036874
                    238,                0.52663,                0.48238,                  1.024,                0.98642,                    0.5,                 0.4975,                0.45639,                0.58208,                 1.2357,                 1.1456,             0.00036324,             0.00036324,             0.00036324
                    239,                0.40759,                0.47753,                0.93715,                0.98642,                    0.5,                 0.4975,                0.45639,                0.58208,                 1.2357,                 1.1456,             0.00035774,             0.00035774,             0.00035774
                    240,                0.44807,                0.54472,                0.98254,                0.98265,                    0.5,                0.52859,                0.48443,                0.52111,                 1.0692,                 1.1344,             0.00035224,             0.00035224,             0.00035224
                    241,                 0.4255,                0.40359,                0.92768,                0.98265,                    0.5,                0.52859,                0.48443,                0.52111,                 1.0692,                 1.1344,             0.00034674,             0.00034674,             0.00034674
                    242,                0.42219,                0.41239,                0.86524,                0.98265,                    0.5,                0.52859,                0.48443,                0.52111,                 1.0692,                 1.1344,             0.00034123,             0.00034123,             0.00034123
                    243,                0.43942,                0.53797,                0.93816,                0.98265,                    0.5,                0.52859,                0.48443,                0.52111,                 1.0692,                 1.1344,             0.00033573,             0.00033573,             0.00033573
                    244,                 0.5529,                 0.5544,                 1.1258,                0.97608,                    0.5,                0.53304,                0.48568,                 0.4957,                 1.0327,                 1.0949,             0.00033023,             0.00033023,             0.00033023
                    245,                0.38319,                0.41916,                 0.9404,                0.97608,                    0.5,                0.53304,                0.48568,                 0.4957,                 1.0327,                 1.0949,             0.00032473,             0.00032473,             0.00032473
                    246,                0.34719,                0.41193,                 0.8835,                0.97608,                    0.5,                0.53304,                0.48568,                 0.4957,                 1.0327,                 1.0949,             0.00031923,             0.00031923,             0.00031923
                    247,                0.53495,                0.51658,                 1.0382,                0.97608,                    0.5,                0.53304,                0.48568,                 0.4957,                 1.0327,                 1.0949,             0.00031373,             0.00031373,             0.00031373
                    248,                0.34596,                 0.4335,                0.88227,                0.97667,                    0.5,                 0.4975,                0.45371,                0.53546,                 1.1397,                 1.1145,             0.00030823,             0.00030823,             0.00030823
                    249,                0.51596,                 0.5569,                0.99154,                0.97667,                    0.5,                 0.4975,                0.45371,                0.53546,                 1.1397,                 1.1145,             0.00030273,             0.00030273,             0.00030273
                    250,                0.36505,                0.42033,                0.84467,                0.97667,                    0.5,                 0.4975,                0.45371,                0.53546,                 1.1397,                 1.1145,             0.00029723,             0.00029723,             0.00029723
                    251,                 0.5056,                0.61188,                0.97793,                0.97667,                    0.5,                 0.4975,                0.45371,                0.53546,                 1.1397,                 1.1145,             0.00029172,             0.00029172,             0.00029172
                    252,                0.37413,                0.43499,                0.91195,                0.98086,                    0.5,                 0.4975,                0.45385,                0.54348,                 1.1993,                 1.0915,             0.00028622,             0.00028622,             0.00028622
                    253,                0.54309,                0.52316,                      1,                0.98086,                    0.5,                 0.4975,                0.45385,                0.54348,                 1.1993,                 1.0915,             0.00028072,             0.00028072,             0.00028072
                    254,                0.35658,                0.48725,                0.85754,                0.98086,                    0.5,                 0.4975,                0.45385,                0.54348,                 1.1993,                 1.0915,             0.00027522,             0.00027522,             0.00027522
                    255,                0.36102,                0.43015,                0.91446,                0.98086,                    0.5,                 0.4975,                0.45385,                0.54348,                 1.1993,                 1.0915,             0.00026972,             0.00026972,             0.00026972
                    256,                0.33049,                0.41419,                0.83953,                0.97687,                    0.5,                 0.4975,                0.45385,                0.55569,                 1.1548,                 1.0644,             0.00026422,             0.00026422,             0.00026422
                    257,                0.41004,                0.46497,                0.86325,                0.97687,                    0.5,                 0.4975,                0.45385,                0.55569,                 1.1548,                 1.0644,             0.00025872,             0.00025872,             0.00025872
                    258,                0.45307,                0.47717,                0.93561,                0.97687,                    0.5,                 0.4975,                0.45385,                0.55569,                 1.1548,                 1.0644,             0.00025322,             0.00025322,             0.00025322
                    259,                0.34822,                0.40144,                0.89963,                0.97687,                    0.5,                 0.4975,                0.45385,                0.55569,                 1.1548,                 1.0644,             0.00024772,             0.00024772,             0.00024772
                    260,                0.45266,                0.48599,                0.89778,                0.96989,                    0.5,                 0.4975,                0.45393,                0.56618,                 1.1387,                  1.072,             0.00024222,             0.00024222,             0.00024222
                    261,                 0.4503,                 0.4724,                 1.0111,                0.96989,                    0.5,                 0.4975,                0.45393,                0.56618,                 1.1387,                  1.072,             0.00023671,             0.00023671,             0.00023671
                    262,                0.39691,                 0.4161,                0.95917,                0.96989,                    0.5,                 0.4975,                0.45393,                0.56618,                 1.1387,                  1.072,             0.00023121,             0.00023121,             0.00023121
                    263,                0.32088,                0.44475,                0.91211,                0.96989,                    0.5,                 0.4975,                0.45393,                0.56618,                 1.1387,                  1.072,             0.00022571,             0.00022571,             0.00022571
                    264,                0.37922,                0.42907,                0.92922,                 0.9661,                    0.5,                 0.4975,                0.45387,                 0.5704,                 1.1169,                 1.0695,             0.00022021,             0.00022021,             0.00022021
                    265,                0.37897,                0.46866,                0.90867,                 0.9661,                    0.5,                 0.4975,                0.45387,                 0.5704,                 1.1169,                 1.0695,             0.00021471,             0.00021471,             0.00021471
                    266,                0.39467,                0.41134,                0.91943,                 0.9661,                    0.5,                 0.4975,                0.45387,                 0.5704,                 1.1169,                 1.0695,             0.00020921,             0.00020921,             0.00020921
                    267,                  0.441,                0.47757,                0.91826,                 0.9661,                    0.5,                 0.4975,                0.45387,                 0.5704,                 1.1169,                 1.0695,             0.00020371,             0.00020371,             0.00020371
                    268,                0.51648,                0.56066,                0.97477,                0.97035,                    0.5,                 0.4975,                0.45385,                0.58229,                 1.1267,                 1.0861,             0.00019821,             0.00019821,             0.00019821
                    269,                0.39493,                0.41454,                0.89015,                0.97035,                    0.5,                 0.4975,                0.45385,                0.58229,                 1.1267,                 1.0861,             0.00019271,             0.00019271,             0.00019271
                    270,                0.26159,                0.35356,                0.85155,                0.97035,                    0.5,                 0.4975,                0.45385,                0.58229,                 1.1267,                 1.0861,              0.0001872,              0.0001872,              0.0001872
                    271,                0.40851,                0.48238,                 1.0198,                0.97035,                    0.5,                 0.4975,                0.45385,                0.58229,                 1.1267,                 1.0861,              0.0001817,              0.0001817,              0.0001817
                    272,                0.42361,                0.41815,                0.83396,                0.97819,                    0.5,                 0.4975,                0.45387,                0.61694,                 1.0892,                 1.1159,              0.0001762,              0.0001762,              0.0001762
                    273,                0.36564,                0.44422,                0.86875,                0.97819,                    0.5,                 0.4975,                0.45387,                0.61694,                 1.0892,                 1.1159,              0.0001707,              0.0001707,              0.0001707
                    274,                0.37642,                0.42136,                0.92045,                0.97819,                    0.5,                 0.4975,                0.45387,                0.61694,                 1.0892,                 1.1159,              0.0001652,              0.0001652,              0.0001652
                    275,                0.39724,                0.43595,                0.89346,                0.97819,                    0.5,                 0.4975,                0.45387,                0.61694,                 1.0892,                 1.1159,              0.0001597,              0.0001597,              0.0001597
                    276,                 0.4895,                 0.4953,                  1.032,                0.98631,                    0.5,                 0.4975,                0.45381,                0.64429,                 1.0502,                 1.1572,              0.0001542,              0.0001542,              0.0001542
                    277,                0.39941,                0.39812,                 0.9356,                0.98631,                    0.5,                 0.4975,                0.45381,                0.64429,                 1.0502,                 1.1572,              0.0001487,              0.0001487,              0.0001487
                    278,                0.42934,                0.48544,                 0.9953,                0.98631,                    0.5,                 0.4975,                0.45381,                0.64429,                 1.0502,                 1.1572,              0.0001432,              0.0001432,              0.0001432
                    279,                0.39094,                0.39834,                0.90516,                0.98631,                    0.5,                 0.4975,                0.45381,                0.64429,                 1.0502,                 1.1572,             0.00013769,             0.00013769,             0.00013769
                    280,                0.48522,                0.62616,                  1.079,                0.99022,                    0.5,                 0.4975,                0.45379,                0.65657,                  1.017,                 1.1831,             0.00013219,             0.00013219,             0.00013219
                    281,                0.37946,                0.37707,                0.85177,                0.99022,                    0.5,                 0.4975,                0.45379,                0.65657,                  1.017,                 1.1831,             0.00012669,             0.00012669,             0.00012669
                    282,                0.46058,                0.45307,                0.97211,                0.99022,                    0.5,                 0.4975,                0.45379,                0.65657,                  1.017,                 1.1831,             0.00012119,             0.00012119,             0.00012119
                    283,                0.36346,                0.39323,                 0.9254,                0.99022,                    0.5,                 0.4975,                0.45379,                0.65657,                  1.017,                 1.1831,             0.00011569,             0.00011569,             0.00011569
                    284,                0.32055,                0.39665,                0.86874,                0.99157,                    0.5,                 0.4975,                0.44775,                0.67505,                0.99298,                 1.1914,             0.00011019,             0.00011019,             0.00011019
                    285,                0.37258,                0.38688,                0.94108,                0.99157,                    0.5,                 0.4975,                0.44775,                0.67505,                0.99298,                 1.1914,             0.00010469,             0.00010469,             0.00010469
                    286,                0.43616,                0.50211,                0.95749,                0.99157,                    0.5,                 0.4975,                0.44775,                0.67505,                0.99298,                 1.1914,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    287,                0.35624,                0.44294,                0.87793,                0.99157,                    0.5,                 0.4975,                0.44775,                0.67505,                0.99298,                 1.1914,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    288,                 0.3785,                 0.4233,                0.97527,                0.99204,                    0.5,                 0.4975,                0.44775,                0.67786,                0.99865,                 1.1941,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    289,                0.34536,                0.37284,                 0.8299,                0.99204,                    0.5,                 0.4975,                0.44775,                0.67786,                0.99865,                 1.1941,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    290,                0.40113,                0.42453,                0.93464,                0.99204,                    0.5,                 0.4975,                0.44775,                0.67786,                0.99865,                 1.1941,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    291,                0.23889,                0.39691,                0.83915,                0.99204,                    0.5,                 0.4975,                0.44775,                0.67786,                0.99865,                 1.1941,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    292,                0.28293,                0.43769,                0.78498,                0.99223,                    0.5,                 0.4975,                0.43273,                0.66829,                 1.0052,                  1.184,              6.618e-05,              6.618e-05,              6.618e-05
                    293,                0.30231,                 0.4636,                0.84604,                0.99223,                    0.5,                 0.4975,                0.43273,                0.66829,                 1.0052,                  1.184,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    294,                 0.3386,                0.45551,                0.87216,                0.99223,                    0.5,                 0.4975,                0.43273,                0.66829,                 1.0052,                  1.184,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    295,                0.24585,                0.39619,                0.87047,                0.99223,                    0.5,                 0.4975,                0.43273,                0.66829,                 1.0052,                  1.184,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    296,                0.26897,                 0.4197,                 0.8242,                0.99224,                    0.5,                 0.4975,                0.42659,                0.68418,                 1.0001,                  1.193,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    297,                0.25557,                  0.455,                0.86906,                0.99224,                    0.5,                 0.4975,                0.42659,                0.68418,                 1.0001,                  1.193,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    298,                0.27222,                0.40334,                0.84729,                0.99224,                    0.5,                 0.4975,                0.42659,                0.68418,                 1.0001,                  1.193,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    299,                0.24081,                0.41398,                0.87263,                0.99224,                    0.5,                 0.4975,                0.42659,                0.68418,                 1.0001,                  1.193,             2.7672e-05,             2.7672e-05,             2.7672e-05
                    300,                0.17545,                0.38143,                  0.784,                 0.9923,                    0.5,                 0.4975,                0.42642,                0.69199,                 1.0113,                 1.1971,             2.2171e-05,             2.2171e-05,             2.2171e-05
